"","planet_radius","planet_temp","log_h2o","log_co2","log_co","log_ch4","log_nh3","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52"
"1",0.559619783857541,863.394769575659,-8.86586841636075,-6.70070681071768,-5.55756100300004,-8.95761461551005,-3.09754000937173,0.00383608604741419,0.00383405443130573,0.00383331468724541,0.00385352756967411,0.00389896777981621,0.0039007095846317,0.00396451553510956,0.00390319987465947,0.00395163399835468,0.00401743881430056,0.00401238601815917,0.00399856136708801,0.00396399623284949,0.00394427350315395,0.00398905584026598,0.00399446094642439,0.00401331227810113,0.00401819798243379,0.00401519649211459,0.0040002417656481,0.00398534565215873,0.0039739061638379,0.00394555798599354,0.00395018874172628,0.00394407064700916,0.0039745613058968,0.00401509710150092,0.00402403735616975,0.00402870077963966,0.00403405854317135,0.0040505892121148,0.0040317511400513,0.00402438299994055,0.00401650034142479,0.00399483857867706,0.00397337889150622,0.00394691911289599,0.00392308858051187,0.00390981126954186,0.0039126371753984,0.00392745553787212,0.00392907151084118,0.00393840360770673,0.00394090524478414,0.00390339859108788,0.00393114014518319,0.00398250966166392,0.0040189900335691,0.00404575320869544,0.00407178395747388,0.00405435051718212,0.00405597364830572
"2",1.11830826511221,1201.70046545155,-4.51025758974552,-8.22896616533075,-3.56542710952079,-7.80742432336772,-3.63365822860019,0.0153894093702635,0.0151484131052211,0.0143722991283254,0.0144515821815309,0.0148593758517984,0.0151212493595135,0.0155055530960279,0.0150544195687301,0.0155866185131165,0.0160641743467581,0.0160200363567585,0.0159693541991968,0.0157788456461895,0.0156640770321675,0.0159455560480095,0.0159370274188934,0.0160749461686501,0.0161370543064399,0.0161304017518184,0.0160713971240225,0.0159828159806712,0.015971820931299,0.0158361285469672,0.0158366195412372,0.0157976774384718,0.0160606241779651,0.0162635150257737,0.0162597425940735,0.0162491874666493,0.0163366046303796,0.0164386682301703,0.0163650417867922,0.0162707718221962,0.0161819692617052,0.0160147982521747,0.0158893738065856,0.0157224372935861,0.0155242989642527,0.0153918775205465,0.0153708646869456,0.0154308272610762,0.0154331833075341,0.0154496715359728,0.0154473234497892,0.0154612487613836,0.0157650675806076,0.0160985976677285,0.0163755659007805,0.0165490552230831,0.0168378500127769,0.0167814861908971,0.016893612986175
"3",0.400880711448295,1556.0964773615,-7.22547194659434,-6.93147232165263,-3.08197500466431,-8.56785387668173,-5.37847170086878,0.00208908100261072,0.00207334923262482,0.00198186934776354,0.00197386411341197,0.00197559101716427,0.00197838651338959,0.00199233377461111,0.00197868854388092,0.00199745927879679,0.00202362314367287,0.00202144054766775,0.00201966849656732,0.00200455999704866,0.00199874931614808,0.00202146818570048,0.00201975613347922,0.00203372728891968,0.00206594742906454,0.00208473052845405,0.00208800316490103,0.00206194568173224,0.00204197527057817,0.00201268421090833,0.00201303375061799,0.00200652780858457,0.00203146620928151,0.00205297833775726,0.00205205137808502,0.00204872196916517,0.00205645212703955,0.00207996524115772,0.00206556359189256,0.00205396418327447,0.00204076847971423,0.00202231421966219,0.00201180592628308,0.00200104016225466,0.00199093204011118,0.0019866810351982,0.00198616469831729,0.00198955024052634,0.00198960040805986,0.00198915202525707,0.00216832698032364,0.00217558814546758,0.00212306032559735,0.00207886059156289,0.00208051005241799,0.00210598709033763,0.00216718446936035,0.00214915268046138,0.00218487768213678
"4",0.345974086767598,1268.62488375744,-7.46115724434202,-5.85333428791709,-3.04471124022637,-5.1493778539076,-3.81556793953564,0.00252343301812369,0.00239223995936069,0.00192278165030334,0.00199794650298752,0.00228247036116612,0.00237363102611862,0.00279809867371602,0.00241532535145174,0.00281193693648708,0.00331645366436975,0.00327946273888162,0.00322008213943096,0.00298936489095651,0.00287901440631647,0.00321556923371607,0.00323585175381306,0.00340299140867639,0.0034981673536309,0.00352131040336785,0.00345699934009636,0.00324324029109209,0.00312632943435155,0.00290051995333701,0.00293482996000603,0.00291692648628122,0.00317477600408956,0.00347104076735852,0.00350706096205729,0.00351017276038124,0.00358157803634475,0.00380480416821323,0.00367174816908233,0.00368701511425801,0.0036782820309551,0.00347364448501804,0.00351303842317527,0.00334552433542272,0.00312739118294732,0.00304791411763996,0.0029691653713051,0.00288813523215712,0.00281120078464614,0.00274540328370465,0.00394726277307516,0.00429554175402451,0.00352755628603898,0.00335227699509992,0.00362946458632082,0.00392901193859165,0.00436334431084881,0.00421588366743387,0.00444192109296561
"5",0.733184091942826,1707.32356436311,-4.14084424667962,-7.4602783451673,-3.1817925423182,-5.99659324136874,-4.53534545252999,0.002956873321857,0.00292369574437911,0.00288728156022556,0.00306674339908678,0.00310531325708282,0.00341451789288241,0.0033905154829799,0.00325922842307688,0.00353667845986117,0.00363131814488068,0.00362372311145388,0.00359785058434083,0.00353300941351664,0.00348849411168839,0.00352810959545271,0.00351553090598798,0.00355482288542876,0.00360960257874434,0.00364826711292964,0.00367833024396156,0.00370611602214222,0.00377585664761514,0.00376449964299067,0.00374680528099086,0.00371644115726247,0.00381852940051481,0.003872929431105,0.00385942922051859,0.00383257049162986,0.00387543122818859,0.0038841753381015,0.00387837921234251,0.00382776170246206,0.00379314545064361,0.00370657052997861,0.00368746545252159,0.00364635655502201,0.00357338343749253,0.00352634928370126,0.00349588884306808,0.00347137475052686,0.00342429353482739,0.00340202955704848,0.00357471227825095,0.00366662476378301,0.00374045660998449,0.00382258826895631,0.00390446305741077,0.00389713197994455,0.00400430624006516,0.00411072766706503,0.00412106007129314
"6",0.161164715210232,620.185808779607,-4.87500033121833,-5.07476612399496,-3.86124013482955,-5.38801078198257,-8.39050348207354,0.000443517146599268,0.000441649804978985,0.000427893396870679,0.000430401766114733,0.000426497407330796,0.000442191353722805,0.000428518577565905,0.000436214434745437,0.000440869884465645,0.000437398627320302,0.000437476737293851,0.000431590025805676,0.000429385516785141,0.000429763475458499,0.0004345543838965,0.000448646182614579,0.000455389747843618,0.000459612923874593,0.000464144799084461,0.000458646125549767,0.00044819601014987,0.000448633406905239,0.000454528213838397,0.000455958702981462,0.000460241248214956,0.000473846301680836,0.00046721377133415,0.000468018648258662,0.000454960486785659,0.000447048289944072,0.000442132888967478,0.000444328614865225,0.000456826405385319,0.000473571239265632,0.000474353889705479,0.000482102983559001,0.000473411223405642,0.000473103924036551,0.000468355339060982,0.000459769297333338,0.000448539463560508,0.000443011127550927,0.000432351602570916,0.000485646778249576,0.000473111436412862,0.000461563034545124,0.000446712576194792,0.000455190850508132,0.000455312432335232,0.000456765577038395,0.000462692336017378,0.000474017014976637
"7",0.194311718542785,900.597575347404,-8.29989907378257,-6.85070906653957,-4.31449119220811,-3.71203820157766,-3.9514547532347,0.00179427010710194,0.00172080519235885,0.000915980754755494,0.000869138506025804,0.000866274274871377,0.000941665397792147,0.00101572939736862,0.00101597746293024,0.00102860598479924,0.00116463588324943,0.00114547156469122,0.00109561910150847,0.000998787712604944,0.000993552295900269,0.00117082228028825,0.00131022294220248,0.00140011057046369,0.00142013410254599,0.00146154572604597,0.00137459597471961,0.00125447881798935,0.00115601857373061,0.00106620595013877,0.0010761519709321,0.0010072930071762,0.00103710183820523,0.0011610622276998,0.00120238684857479,0.00122498334243461,0.00124985272769564,0.00134250138136793,0.00134601808102016,0.00162984632425855,0.00195003901310621,0.00184789861653797,0.00216535360732118,0.0018077829708101,0.00178564007209597,0.0016947235685348,0.00151683056050216,0.00132677113828803,0.00121525829126166,0.00104820161167991,0.00105174642852448,0.000948083607299714,0.000976256404056689,0.00112225488522063,0.00127449684017003,0.0013948940994958,0.00152173636465844,0.0014558313960072,0.00182338217100476
"8",1.1326852864578,1176.44389965133,-6.76586453148871,-7.3985475078265,-3.378307014919,-3.76373698417709,-5.88138385084442,0.0129502247308072,0.0129464458388465,0.0130256373502468,0.0133721495037022,0.0131757241471995,0.0135722687803171,0.0134008224204746,0.0138667092022446,0.0135346368085998,0.0133829997453173,0.0133915560511938,0.0134955712371469,0.0136672624633262,0.0138672003325192,0.0141202098552099,0.0143714725846351,0.0144541720770312,0.0145101793971574,0.0145826560936569,0.0145063263441623,0.0143756594507488,0.0142439145849647,0.0141099506148689,0.0140346194155239,0.0138496962582561,0.0136811590879406,0.0136153757459242,0.0136634791507235,0.0137772850830657,0.0139432379109443,0.0141886752733491,0.0146343174820372,0.0150243685734449,0.0151875513288886,0.0150972289952598,0.015200997512054,0.015216856406828,0.0150598364282161,0.0150211510286574,0.0149462631614671,0.0147444959782504,0.0145466612516971,0.0140188960743484,0.0138710468545461,0.0138097344173848,0.013902333234851,0.0140241039932062,0.0141498475473751,0.014298257303061,0.0143921560518282,0.0144013383869582,0.0150417114621884
"9",0.158621307551401,1189.20984083269,-8.37604095293613,-6.32197675781546,-3.24390039652472,-8.71185115934236,-3.44919529894249,0.000444347711178071,0.00044544130533489,0.000453875002475695,0.000469158338891981,0.000503146863077844,0.000513802864666564,0.000571133263444612,0.000518253405650376,0.000570661872586088,0.000633740543073232,0.000629372041252824,0.000622976586331099,0.000596928652240815,0.000582667130286007,0.000620634333289036,0.000620694968795137,0.000638878804712686,0.000646894081480934,0.000645561342005003,0.000635968916579021,0.000619785875839882,0.000608459187939409,0.000583592194759916,0.000588214997498805,0.000584194094057753,0.000612914068549738,0.000647621179532411,0.000651245853101186,0.000652550922607278,0.000660567763405554,0.000681544484628459,0.000667858493497592,0.000657734084859917,0.000646417150112258,0.0006251376189891,0.000607957049108755,0.000586356706790415,0.000562323432465931,0.000549181759925748,0.000548913760818641,0.000558552481513964,0.000559623561976558,0.000562326648089922,0.000594877996175186,0.000570876048556071,0.00059035021521112,0.000627581069679683,0.000662674858943067,0.000692388195551221,0.000733857968232149,0.000717568963969901,0.000735983902127169
"10",0.660642026635022,528.023669190242,-3.80428603807587,-8.91937791159733,-4.6869636603951,-8.1502773209924,-3.06831927438362,0.00899733880483513,0.00903533006222087,0.00917085958731718,0.00927565582336459,0.00942248489791363,0.0094540262955552,0.00962582216603395,0.00938469419200172,0.00957028607539556,0.00980339449828203,0.00977015494252096,0.00967099565222303,0.00950988560727245,0.00939938896640935,0.00958388514277131,0.00964306931264129,0.00972151395346273,0.00974982825233238,0.00973820909618745,0.00966093237922395,0.00959675177548307,0.00957474647398984,0.00948760130234739,0.00949729249381435,0.0094805939365777,0.00958646985157439,0.00974163922398537,0.00980385170260231,0.00982560588213524,0.00984865999891866,0.0098980373493656,0.00979345739049893,0.00975964875486346,0.00974151008849163,0.00963848006599033,0.00952580377664561,0.00940615836532123,0.00934387560570009,0.00927939264487825,0.00928724068125097,0.00934938008244336,0.00935102488759258,0.0094354977542632,0.00937465521313654,0.00931527280868034,0.00935739298212552,0.00956319142226083,0.00973867184008357,0.00982088146776341,0.00989002556408798,0.00981857790857608,0.00973350470532267
