STATE,COUNTYNAME,FIPS,LON,LAT
GU,Northern Islands,"69085",145.69220000000,17.97250000000
GU,Saipan,"69110",145.75230000000,15.18890000000
GU,Rota,"69100",145.21270000000,14.15580000000
GU,Tinian,"69120",145.62410000000,15.00140000000
CT,Hartford,"09003",-72.73280000000,41.80640000000
CT,Tolland,"09013",-72.33650000000,41.85500000000
CT,Windham,"09015",-71.98750000000,41.82990000000
MA,Nantucket,"25019",-70.07440000000,41.27810000000
MD,Garrett,"24023",-79.27390000000,39.52860000000
VT,Windsor,"50027",-72.58550000000,43.57980000000
NH,Sullivan,"33019",-72.22230000000,43.36120000000
NH,Belknap,"33001",-71.42330000000,43.51880000000
NH,Cheshire,"33005",-72.25120000000,42.91930000000
NH,Strafford,"33017",-71.02930000000,43.29750000000
NY,Yates,"36123",-77.10550000000,42.63350000000
NY,Allegany,"36003",-78.02760000000,42.25740000000
NY,Broome,"36007",-75.81960000000,42.16020000000
NY,Cattaraugus,"36009",-78.67890000000,42.24860000000
NY,Chemung,"36015",-76.76000000000,42.14130000000
NY,Chenango,"36017",-75.61150000000,42.49360000000
NY,Cortland,"36023",-76.07020000000,42.59500000000
NY,Delaware,"36025",-74.96640000000,42.19820000000
NY,Genesee,"36037",-78.19360000000,43.00100000000
NY,Hamilton,"36041",-74.49740000000,43.66110000000
NY,Lewis,"36049",-75.44880000000,43.78470000000
NY,Livingston,"36051",-77.77540000000,42.72800000000
NY,Madison,"36053",-75.66970000000,42.91290000000
NY,Montgomery,"36057",-74.43970000000,42.90230000000
NY,Onondaga,"36067",-76.19460000000,43.00580000000
NY,Ontario,"36069",-77.29980000000,42.85290000000
NY,Orange,"36071",-74.30560000000,41.40220000000
NY,Otsego,"36077",-75.03260000000,42.63380000000
NY,Putnam,"36079",-73.74950000000,41.42670000000
NY,Rockland,"36087",-74.02410000000,41.15290000000
NY,Schoharie,"36095",-74.44210000000,42.58820000000
NY,Schuyler,"36097",-76.87520000000,42.39380000000
NY,Seneca,"36099",-76.82370000000,42.78100000000
NY,Steuben,"36101",-77.38380000000,42.26780000000
NY,Sullivan,"36105",-74.76810000000,41.71640000000
NY,Tioga,"36107",-76.30630000000,42.17030000000
NY,Tompkins,"36109",-76.47370000000,42.45200000000
NY,Wyoming,"36121",-78.22450000000,42.70230000000
PA,Adams,"42001",-77.21790000000,39.87150000000
PA,Allegheny,"42003",-79.98120000000,40.46880000000
PA,Armstrong,"42005",-79.46450000000,40.81250000000
PA,Beaver,"42007",-80.34930000000,40.68230000000
PA,Bedford,"42009",-78.49020000000,40.00660000000
PA,Blair,"42013",-78.34860000000,40.48130000000
PA,Bradford,"42015",-76.51570000000,41.78860000000
PA,Butler,"42019",-79.91300000000,40.91170000000
PA,Cambria,"42021",-78.71360000000,40.49540000000
PA,Cameron,"42023",-78.20380000000,41.43680000000
PA,Clarion,"42031",-79.42100000000,41.19250000000
PA,Clearfield,"42033",-78.47410000000,41.00020000000
PA,Columbia,"42037",-76.40520000000,41.04860000000
PA,Crawford,"42039",-80.10630000000,41.68480000000
PA,Cumberland,"42041",-77.26510000000,40.16370000000
PA,Dauphin,"42043",-76.77930000000,40.41550000000
PA,Elk,"42047",-78.64920000000,41.42520000000
PA,Forest,"42053",-79.23610000000,41.51320000000
PA,Franklin,"42055",-77.72120000000,39.92750000000
PA,Fulton,"42057",-78.11240000000,39.92550000000
PA,Greene,"42059",-80.22290000000,39.85380000000
PA,Huntingdon,"42061",-77.98120000000,40.41700000000
PA,Indiana,"42063",-79.08750000000,40.65210000000
PA,Jefferson,"42065",-78.99950000000,41.12810000000
PA,Juniata,"42067",-77.40200000000,40.53110000000
PA,Lackawanna,"42069",-75.60920000000,41.43700000000
PA,Lancaster,"42071",-76.24770000000,40.04240000000
PA,Lawrence,"42073",-80.33420000000,40.99120000000
PA,Lebanon,"42075",-76.45770000000,40.36720000000
PA,Luzerne,"42079",-75.98890000000,41.17710000000
PA,McKean,"42083",-78.56900000000,41.80780000000
PA,Mercer,"42085",-80.25770000000,41.30220000000
PA,Mifflin,"42087",-77.61710000000,40.61040000000
PA,Montour,"42093",-76.65860000000,41.02800000000
PA,Perry,"42099",-77.26220000000,40.39840000000
PA,Pike,"42103",-75.03380000000,41.33210000000
PA,Potter,"42105",-77.89580000000,41.74500000000
PA,Schuylkill,"42107",-76.21600000000,40.70590000000
PA,Snyder,"42109",-77.07010000000,40.77000000000
PA,Somerset,"42111",-79.02830000000,39.97250000000
PA,Sullivan,"42113",-76.51190000000,41.44600000000
PA,Susquehanna,"42115",-75.80080000000,41.82140000000
PA,Tioga,"42117",-77.25430000000,41.77210000000
PA,Union,"42119",-77.06210000000,40.96300000000
PA,Venango,"42121",-79.75800000000,41.40100000000
PA,Warren,"42123",-79.27410000000,41.81470000000
PA,Washington,"42125",-80.24820000000,40.18940000000
PA,Wyoming,"42131",-76.01650000000,41.51840000000
PA,York,"42133",-76.72650000000,39.91990000000
RI,Newport,"44005",-71.23660000000,41.55600000000
VA,Patrick,"51141",-80.28430000000,36.67840000000
VA,Pittsylvania,"51143",-79.39710000000,36.82130000000
VA,Pulaski,"51155",-80.71430000000,37.06360000000
VA,Roanoke,"51161",-80.06790000000,37.26930000000
VA,Rockbridge,"51163",-79.44750000000,37.81460000000
VA,Russell,"51167",-82.09560000000,36.93380000000
VA,Scott,"51169",-82.60300000000,36.71420000000
VA,Smyth,"51173",-81.53700000000,36.84390000000
VA,Tazewell,"51185",-81.56060000000,37.12500000000
VA,Washington,"51191",-81.95960000000,36.72450000000
VA,Wise,"51195",-82.62120000000,36.97520000000
VA,Wythe,"51197",-81.07860000000,36.91710000000
VA,Alleghany,"51005",-80.00700000000,37.78760000000
VA,Carroll,"51035",-80.73390000000,36.73160000000
VA,Campbell,"51031",-79.09630000000,37.20560000000
VA,Henry,"51089",-79.87390000000,36.68280000000
VA,Montgomery,"51121",-80.38690000000,37.17400000000
VA,Halifax,"51083",-78.93670000000,36.76700000000
VA,Grayson,"51077",-81.22500000000,36.65660000000
VA,Giles,"51071",-80.70370000000,37.31410000000
VA,Franklin,"51067",-79.88100000000,36.99190000000
VA,Floyd,"51063",-80.36260000000,36.93150000000
VA,Dickenson,"51051",-82.35030000000,37.12580000000
VA,Craig,"51045",-80.21230000000,37.48130000000
VA,Charlotte,"51037",-78.66160000000,37.01160000000
VA,Buckingham,"51029",-78.52870000000,37.57220000000
VA,Buchanan,"51027",-82.03600000000,37.26660000000
VA,Botetourt,"51023",-79.81230000000,37.55710000000
VA,Bland,"51021",-81.13020000000,37.13400000000
VA,Bedford,"51019",-79.52420000000,37.31520000000
VA,Bath,"51017",-79.74110000000,38.05870000000
VA,Appomattox,"51011",-78.81210000000,37.37220000000
VA,Amherst,"51009",-79.14510000000,37.60480000000
VA,Lee,"51105",-83.12850000000,36.70550000000
VT,Lamoille,"50015",-72.64140000000,44.60570000000
VT,Orange,"50017",-72.37690000000,44.00560000000
VT,Bennington,"50003",-73.09290000000,43.03550000000
VT,Orleans,"50019",-72.24380000000,44.82880000000
VT,Washington,"50023",-72.61490000000,44.27340000000
VT,Grand Isle,"50013",-73.29480000000,44.79680000000
WV,Raleigh,"54081",-81.24860000000,37.77140000000
WV,Putnam,"54079",-81.90900000000,38.50860000000
WV,Preston,"54077",-79.66810000000,39.46930000000
WV,Pocahontas,"54075",-80.00770000000,38.33180000000
WV,Pleasants,"54073",-81.16060000000,39.37090000000
WV,Ohio,"54069",-80.61890000000,40.09690000000
WV,Nicholas,"54067",-80.79930000000,38.29170000000
WV,Monroe,"54063",-80.55050000000,37.56040000000
WV,Monongalia,"54061",-80.04650000000,39.63030000000
WV,Mingo,"54059",-82.13460000000,37.72640000000
WV,Mercer,"54055",-81.11140000000,37.40550000000
WV,Mason,"54053",-82.02650000000,38.76970000000
WV,Marshall,"54051",-80.66340000000,39.86060000000
WV,Marion,"54049",-80.24340000000,39.51000000000
WV,McDowell,"54047",-81.65360000000,37.37850000000
WV,Logan,"54045",-81.93530000000,37.83160000000
WV,Lincoln,"54043",-82.07050000000,38.17530000000
WV,Kanawha,"54039",-81.52810000000,38.33650000000
WV,Jackson,"54035",-81.67480000000,38.83440000000
WV,Hancock,"54029",-80.57390000000,40.52130000000
WV,Greenbrier,"54025",-80.45290000000,37.94690000000
WV,Randolph,"54083",-79.87580000000,38.77480000000
WV,Gilmer,"54021",-80.85710000000,38.92410000000
WV,Fayette,"54019",-81.08110000000,38.02880000000
WV,Clay,"54015",-81.07510000000,38.46260000000
WV,Calhoun,"54013",-81.11750000000,38.84450000000
WV,Cabell,"54011",-82.24170000000,38.42030000000
WV,Brooke,"54009",-80.57650000000,40.27330000000
WV,Braxton,"54007",-80.71930000000,38.69980000000
WV,Boone,"54005",-81.71130000000,38.02310000000
WV,Wetzel,"54103",-80.63910000000,39.60530000000
WV,Wirt,"54105",-81.37860000000,39.02240000000
WV,Wood,"54107",-81.51500000000,39.21110000000
WV,Wyoming,"54109",-81.54910000000,37.60960000000
WV,Barbour,"54001",-80.00300000000,39.13290000000
WV,Taylor,"54091",-80.04610000000,39.33600000000
WV,Webster,"54101",-80.42190000000,38.49470000000
WV,Wayne,"54099",-82.42700000000,38.14610000000
WV,Upshur,"54097",-80.23340000000,38.89780000000
WV,Tyler,"54095",-80.88490000000,39.46530000000
WV,Tucker,"54093",-79.56500000000,39.11360000000
WV,Summers,"54089",-80.85860000000,37.65590000000
WV,Roane,"54087",-81.34830000000,38.71400000000
WV,Ritchie,"54085",-81.06290000000,39.17830000000
PA,Northumberland,"42097",-76.70910000000,40.85200000000
ME,Androscoggin,"23001",-70.20450000000,44.16540000000
NJ,Hudson,"34017",-74.08250000000,40.70680000000
NY,Richmond,"36085",-74.15570000000,40.58020000000
NJ,Essex,"34013",-74.12930000000,40.69000000000
NY,Richmond,"36085",-74.13430000000,40.64350000000
NJ,Hudson,"34017",-74.07780000000,40.74090000000
NJ,Bergen,"34003",-73.93440000000,40.90010000000
NY,Westchester,"36119",-73.89980000000,40.96010000000
NY,Bronx,"36005",-73.86690000000,40.85270000000
NY,New York,"36061",-73.96890000000,40.77860000000
NY,Bronx,"36005",-73.87070000000,40.82500000000
RI,Bristol,"44001",-71.28420000000,41.71610000000
MA,Dukes,"25007",-70.65610000000,41.39660000000
NY,Niagara,"36063",-78.74270000000,43.20110000000
NY,Wayne,"36117",-77.02920000000,43.15660000000
NY,Oswego,"36075",-76.14120000000,43.42610000000
NY,Orleans,"36073",-78.23120000000,43.25220000000
NY,Monroe,"36055",-77.69580000000,43.14640000000
ME,Knox,"23013",-69.17300000000,44.15000000000
ME,Sagadahoc,"23023",-69.86130000000,43.97050000000
ME,Lincoln,"23015",-69.54310000000,44.07520000000
NH,Merrimack,"33013",-71.68020000000,43.29770000000
NJ,Union,"34039",-74.15970000000,40.65720000000
PA,Fayette,"42051",-79.64740000000,39.91980000000
PA,Westmoreland,"42129",-79.46680000000,40.31070000000
MA,Middlesex,"25017",-71.39180000000,42.48550000000
CT,New Haven,"09009",-72.93240000000,41.41080000000
CT,Litchfield,"09005",-73.24530000000,41.79250000000
MA,Worcester,"25027",-71.90770000000,42.35140000000
MA,Berkshire,"25003",-73.20640000000,42.37060000000
MA,Franklin,"25011",-72.59190000000,42.58310000000
MA,Hampshire,"25015",-72.66380000000,42.34010000000
MA,Norfolk,"25021",-71.22480000000,42.15500000000
ME,Piscataquis,"23021",-69.28350000000,45.83800000000
ME,Somerset,"23025",-69.95820000000,45.51380000000
ME,Aroostook,"23003",-68.59880000000,46.65880000000
ME,Oxford,"23017",-70.75550000000,44.49900000000
ME,Penobscot,"23019",-68.64940000000,45.40060000000
NH,Carroll,"33003",-71.20280000000,43.87390000000
NH,Hillsborough,"33011",-71.71600000000,42.91530000000
NJ,Passaic,"34031",-74.30030000000,41.03370000000
NY,Westchester,"36119",-73.75530000000,41.16430000000
NY,Washington,"36115",-73.43070000000,43.31370000000
NY,Warren,"36113",-73.84600000000,43.56100000000
NY,Fulton,"36035",-74.42220000000,43.11390000000
NY,Essex,"36031",-73.77270000000,44.11720000000
NY,Clinton,"36019",-73.67810000000,44.74620000000
NY,Franklin,"36033",-74.30380000000,44.59290000000
NY,Cayuga,"36011",-76.55430000000,42.91690000000
NY,Oneida,"36065",-75.43590000000,43.24180000000
NY,Herkimer,"36043",-74.96260000000,43.41960000000
NY,Schenectady,"36093",-74.05850000000,42.81820000000
NY,Albany,"36001",-73.97350000000,42.60020000000
NY,Greene,"36039",-74.12270000000,42.27660000000
NY,Ulster,"36111",-74.25850000000,41.88810000000
NY,Dutchess,"36027",-73.74280000000,41.76520000000
NY,Columbia,"36021",-73.63180000000,42.25010000000
NY,Rensselaer,"36083",-73.50970000000,42.71110000000
NY,Saratoga,"36091",-73.86390000000,43.10740000000
NY,St. Lawrence,"36089",-75.06250000000,44.49210000000
PA,Centre,"42027",-77.81960000000,40.91900000000
PA,Lycoming,"42081",-77.06450000000,41.34330000000
PA,Wayne,"42127",-75.30330000000,41.64870000000
PA,Erie,"42049",-80.03220000000,41.99170000000
PA,Clinton,"42035",-77.63850000000,41.23410000000
RI,Providence,"44007",-71.58110000000,41.87240000000
RI,Washington,"44009",-71.62340000000,41.46870000000
VT,Chittenden,"50007",-73.08090000000,44.46090000000
VT,Addison,"50001",-73.14070000000,44.03060000000
VT,Rutland,"50021",-73.03660000000,43.58010000000
VT,Windham,"50025",-72.71380000000,42.99060000000
VT,Franklin,"50011",-72.91200000000,44.85740000000
MA,Essex,"25009",-70.95810000000,42.67290000000
MA,Plymouth,"25023",-70.81290000000,41.95470000000
MA,Hampden,"25013",-72.63160000000,42.13510000000
RI,Kent,"44003",-71.59430000000,41.67190000000
NH,Rockingham,"33015",-71.12510000000,42.98770000000
NJ,Union,"34039",-74.31040000000,40.66000000000
ME,York,"23031",-70.71560000000,43.47960000000
ME,Cumberland,"23005",-70.40960000000,43.84870000000
ME,Franklin,"23007",-70.44400000000,44.97400000000
NJ,Bergen,"34003",-74.07810000000,40.96150000000
CT,New London,"09011",-72.10040000000,41.48930000000
MA,Suffolk,"25025",-71.08180000000,42.33080000000
ME,Waldo,"23027",-69.14780000000,44.50370000000
ME,Hancock,"23009",-68.35310000000,44.67490000000
NY,Nassau,"36059",-73.58850000000,40.74110000000
NJ,Essex,"34013",-74.24810000000,40.78810000000
MA,Barnstable,"25001",-70.29820000000,41.72570000000
ME,Kennebec,"23011",-69.76720000000,44.40930000000
CT,Middlesex,"09007",-72.53400000000,41.46240000000
CT,Fairfield,"09001",-73.38870000000,41.27310000000
NH,Coos,"33007",-71.30570000000,44.68930000000
VT,Caledonia,"50005",-72.10220000000,44.46470000000
KY,Madison,"21151",-84.27800000000,37.72020000000
KY,Magoffin,"21153",-83.06480000000,37.70660000000
KY,Marion,"21155",-85.26960000000,37.55250000000
KY,Marshall,"21157",-88.32930000000,36.88340000000
KY,Martin,"21159",-82.51320000000,37.80160000000
KY,Mason,"21161",-83.82400000000,38.59520000000
KY,Meade,"21163",-86.21690000000,37.96950000000
KY,Menifee,"21165",-83.59890000000,37.94140000000
KY,Mercer,"21167",-84.87440000000,37.81110000000
KY,Metcalfe,"21169",-85.62910000000,36.99050000000
KY,Monroe,"21171",-85.71640000000,36.71220000000
KY,Montgomery,"21173",-83.91320000000,38.03360000000
KY,Morgan,"21175",-83.25890000000,37.92230000000
KY,Muhlenberg,"21177",-87.14210000000,37.21570000000
KY,Nelson,"21179",-85.46620000000,37.80510000000
KY,Nicholas,"21181",-84.01530000000,38.33560000000
KY,Ohio,"21183",-86.84900000000,37.47830000000
KY,Oldham,"21185",-85.44850000000,38.39950000000
KY,Owen,"21187",-84.82800000000,38.51970000000
KY,Owsley,"21189",-83.68320000000,37.41920000000
KY,Pendleton,"21191",-84.36020000000,38.69570000000
KY,Perry,"21193",-83.22150000000,37.24430000000
KY,Pike,"21195",-82.39580000000,37.46900000000
KY,Powell,"21197",-83.82380000000,37.83120000000
KY,Pulaski,"21199",-84.57710000000,37.10390000000
KY,Robertson,"21201",-84.05210000000,38.51880000000
KY,Rockcastle,"21203",-84.31600000000,37.36520000000
KY,Rowan,"21205",-83.42110000000,38.19630000000
KY,Russell,"21207",-85.05860000000,36.99110000000
KY,Scott,"21209",-84.58390000000,38.29150000000
KY,Shelby,"21211",-85.19480000000,38.21550000000
KY,Simpson,"21213",-86.58230000000,36.74190000000
KY,Spencer,"21215",-85.32790000000,38.03250000000
KY,Taylor,"21217",-85.32790000000,37.36640000000
KY,Todd,"21219",-87.17910000000,36.83560000000
KY,Trigg,"21221",-87.87340000000,36.80640000000
KY,Trimble,"21223",-85.33740000000,38.61300000000
KY,Union,"21225",-87.94530000000,37.65840000000
KY,Warren,"21227",-86.42390000000,36.99360000000
KY,Washington,"21229",-85.17470000000,37.75340000000
KY,Wayne,"21231",-84.82850000000,36.80130000000
KY,Webster,"21233",-87.68320000000,37.51830000000
KY,Whitley,"21235",-84.14520000000,36.75820000000
KY,Wolfe,"21237",-83.49310000000,37.73930000000
KY,Woodford,"21239",-84.74350000000,38.04230000000
KY,Lee,"21129",-83.71630000000,37.59470000000
KY,Fulton,"21075",-89.18730000000,36.55410000000
KY,Adair,"21001",-85.28050000000,37.10410000000
KY,Allen,"21003",-86.19040000000,36.75130000000
KY,Anderson,"21005",-84.99090000000,38.00400000000
KY,Ballard,"21007",-88.99920000000,37.05840000000
KY,Barren,"21009",-85.93360000000,36.96560000000
KY,Bath,"21011",-83.74280000000,38.14490000000
KY,Bell,"21013",-83.67400000000,36.73070000000
KY,Boone,"21015",-84.72790000000,38.97000000000
KY,Bourbon,"21017",-84.21710000000,38.20680000000
KY,Boyd,"21019",-82.68770000000,38.35960000000
KY,Boyle,"21021",-84.86670000000,37.62440000000
KY,Bracken,"21023",-84.09010000000,38.68880000000
KY,Breathitt,"21025",-83.32410000000,37.52160000000
KY,Breckinridge,"21027",-86.42930000000,37.77320000000
KY,Bullitt,"21029",-85.69590000000,37.97000000000
KY,Butler,"21031",-86.68160000000,37.20740000000
KY,Caldwell,"21033",-87.86790000000,37.14530000000
KY,Calloway,"21035",-88.27230000000,36.62110000000
KY,Campbell,"21037",-84.37930000000,38.94650000000
KY,Carlisle,"21039",-88.97090000000,36.85320000000
KY,Carroll,"21041",-85.12350000000,38.66790000000
KY,Carter,"21043",-83.04950000000,38.31810000000
KY,Casey,"21045",-84.92830000000,37.32230000000
KY,Christian,"21047",-87.49040000000,36.89410000000
KY,Clark,"21049",-84.14750000000,37.97090000000
KY,Clay,"21051",-83.71460000000,37.15980000000
KY,Hopkins,"21107",-87.54100000000,37.30880000000
KY,Crittenden,"21055",-88.09720000000,37.35270000000
KY,Cumberland,"21057",-85.38840000000,36.78660000000
KY,Daviess,"21059",-87.08730000000,37.73180000000
KY,Edmonson,"21061",-86.23850000000,37.20870000000
KY,Elliott,"21063",-83.09760000000,38.11790000000
KY,Estill,"21065",-83.96430000000,37.69240000000
KY,Fayette,"21067",-84.45880000000,38.04230000000
KY,Fleming,"21069",-83.69670000000,38.37010000000
KY,Floyd,"21071",-82.74570000000,37.55720000000
KY,Franklin,"21073",-84.87700000000,38.23910000000
KY,Gallatin,"21077",-84.85920000000,38.75690000000
KY,Garrard,"21079",-84.53760000000,37.63960000000
KY,Grant,"21081",-84.62450000000,38.64880000000
KY,Graves,"21083",-88.65120000000,36.72300000000
KY,Grayson,"21085",-86.34390000000,37.46080000000
KY,Green,"21087",-85.55310000000,37.26390000000
KY,Greenup,"21089",-82.92230000000,38.54560000000
KY,Hancock,"21091",-86.77800000000,37.84150000000
KY,Hardin,"21093",-85.96350000000,37.69790000000
KY,Harlan,"21095",-83.21790000000,36.85700000000
KY,Harrison,"21097",-84.33150000000,38.44180000000
KY,Hickman,"21105",-88.97610000000,36.67810000000
KY,Henry,"21103",-85.11890000000,38.44840000000
KY,Henderson,"21101",-87.57290000000,37.79610000000
KY,Hart,"21099",-85.88470000000,37.29990000000
KY,Laurel,"21125",-84.11780000000,37.11070000000
KY,Clinton,"21053",-85.13610000000,36.72750000000
MI,Roscommon,"26143",-84.61160000000,44.33560000000
MI,Saginaw,"26145",-84.05320000000,43.33500000000
MI,St. Joseph,"26149",-85.52780000000,41.91450000000
MI,Shiawassee,"26155",-84.14670000000,42.95370000000
MI,Washtenaw,"26161",-83.83840000000,42.25340000000
MS,Amite,"28005",-90.80450000000,31.17440000000
MS,Attala,"28007",-89.58170000000,33.08630000000
MS,Benton,"28009",-89.18850000000,34.81730000000
MS,Adams,"28001",-91.35310000000,31.48320000000
MS,Yalobusha,"28161",-89.70760000000,34.02820000000
MS,Winston,"28159",-89.03440000000,33.08850000000
MS,Wilkinson,"28157",-91.31090000000,31.16100000000
MS,Webster,"28155",-89.28480000000,33.61310000000
MS,Wayne,"28153",-88.69580000000,31.64080000000
MS,Washington,"28151",-90.94740000000,33.28360000000
MS,Warren,"28149",-90.85210000000,32.35730000000
MS,Walthall,"28147",-90.10610000000,31.14850000000
MS,Union,"28145",-89.00380000000,34.49050000000
MS,Tunica,"28143",-90.37550000000,34.65200000000
MS,Tishomingo,"28141",-88.23930000000,34.74040000000
MS,Tippah,"28139",-88.90890000000,34.76840000000
MS,Tate,"28137",-89.94480000000,34.65030000000
MS,Tallahatchie,"28135",-90.17320000000,33.95050000000
MS,Sunflower,"28133",-90.58860000000,33.60230000000
MS,Stone,"28131",-89.11770000000,30.79000000000
MS,Smith,"28129",-89.50670000000,32.01770000000
MS,Simpson,"28127",-89.91950000000,31.91320000000
MS,Sharkey,"28125",-90.81320000000,32.87970000000
MS,Scott,"28123",-89.53760000000,32.40640000000
MS,Rankin,"28121",-89.94570000000,32.26410000000
MS,Quitman,"28119",-90.28910000000,34.25140000000
MS,Prentiss,"28117",-88.52010000000,34.61830000000
MS,Pontotoc,"28115",-89.03740000000,34.22540000000
MS,Perry,"28111",-88.99230000000,31.17200000000
MS,Panola,"28107",-89.95050000000,34.36390000000
MS,Oktibbeha,"28105",-88.87930000000,33.42500000000
MS,Noxubee,"28103",-88.56980000000,33.11010000000
MS,Newton,"28101",-89.11880000000,32.40020000000
MS,Neshoba,"28099",-89.11760000000,32.75350000000
MS,Montgomery,"28097",-89.61640000000,33.49410000000
MS,Monroe,"28095",-88.48040000000,33.89230000000
MS,Marshall,"28093",-89.50310000000,34.76230000000
MS,Marion,"28091",-89.82240000000,31.23080000000
IA,Clinton,"19045",-90.53200000000,41.89800000000
IA,Crawford,"19047",-95.38210000000,42.03720000000
IA,Dallas,"19049",-94.03980000000,41.68490000000
IA,Davis,"19051",-92.40970000000,40.74770000000
IA,Decatur,"19053",-93.78630000000,40.73770000000
IA,Wright,"19197",-93.73520000000,42.73310000000
IA,Winneshiek,"19191",-91.84360000000,43.29060000000
IA,Woodbury,"19193",-96.04490000000,42.38970000000
IA,Worth,"19195",-93.26090000000,43.37740000000
IA,Jones,"19105",-91.13140000000,42.12120000000
